,id,Probability
2426,18534,0.2823152
2427,18535,0.23223081
2428,18536,0.23584756
2429,18537,0.16643193
2430,18538,0.20861691
2431,18539,0.2949189
2432,18540,0.15577376
2433,18541,0.19652885
2434,18542,0.23764679
2435,18543,0.2210882
2436,18544,0.18784705
2437,18545,0.2811466
2438,18546,0.16894937
2439,18547,0.2418521
2440,18548,0.21297029
2441,18549,0.16035694
2442,18550,0.21642074
2443,18551,0.23451728
2444,18552,0.29078147
2445,18553,0.20838064
2446,18554,0.4144888
2447,18555,0.23788306
2448,18556,0.25598747
2449,18557,0.20178038
2450,18558,0.21918282
2451,18559,0.18416685
2452,18560,0.25712466
2453,18561,0.33362788
2454,18562,0.16609722
2455,18563,0.27000397
2456,18564,0.14147925
2457,18565,0.17983541
2458,18566,0.17332762
2459,18567,0.23148945
2460,18568,0.19912857
2461,18569,0.1589745
2462,18570,0.2174916
2463,18571,0.18199563
2464,18572,0.19405285
2465,18573,0.14829078
2466,18574,0.20084599
2467,18575,0.221089
2468,18576,0.23655275
2469,18577,0.2308726
2470,18578,0.39613473
2471,18579,0.21743014
2472,18580,0.1703912
2473,18581,0.19146281
2474,18582,0.17025834
2475,18583,0.21673891
2476,18584,0.20320007
2477,18585,0.24241021
2478,18586,0.1664164
2479,18587,0.2158849
2480,18588,0.23451728
2481,18589,0.19914824
2482,18590,0.18582654
2483,18591,0.29132345
2484,18592,0.2817732
2485,18593,0.16716787
2486,18594,0.2308726
2487,18595,0.33809796
2488,18596,0.26688695
2489,18597,0.3256392
2490,18598,0.18917996
2491,18599,0.18113407
2492,18600,0.24465546
2493,18601,0.25598747
2494,18602,0.31808466
2495,18603,0.18174395
2496,18604,0.15994969
2497,18605,0.22201878
2498,18606,0.21764714
2499,18607,0.29132345
2500,18608,0.22760564
2501,18609,0.22371933
2502,18610,0.20483893
2503,18611,0.18238491
2504,18612,0.15079102
2505,18613,0.21448678
2506,18614,0.16338107
2507,18615,0.21609983
2508,18616,0.19803452
2509,18617,0.16813213
2510,18618,0.27929828
2511,18619,0.29132345
2512,18620,0.18229121
2513,18621,0.23683265
2514,18622,0.20360753
2515,18623,0.23655275
2516,18624,0.19102997
2517,18625,0.21806118
2518,18626,0.21329224
2519,18627,0.24516037
2520,18628,0.2121982
2521,18629,0.23462987
2522,18630,0.20580932
2523,18631,0.21989927
2524,18632,0.20580932
2525,18633,0.20842946
2526,18634,0.18776008
2527,18635,0.14871362
2528,18636,0.22698879
2529,18637,0.26681012
2530,18638,0.2206755
2531,18639,0.2856015
2532,18640,0.233699
2533,18641,0.29078147
2534,18642,0.2796389
2535,18643,0.19975194
2536,18644,0.30695632
2537,18645,0.16294798
2538,18646,0.21958145
2539,18647,0.28892946
2540,18648,0.28698885
2541,18649,0.2332958
2542,18650,0.34946138
2543,18651,0.19531912
2544,18652,0.1971961
2545,18653,0.25285795
2546,18654,0.20388278
2547,18655,0.22918484
2548,18656,0.2781402
2549,18657,0.14386278
2550,18658,0.19718158
2551,18659,0.18883905
2552,18660,0.25395197
2553,18661,0.19803452
2554,18662,0.20838064
2555,18663,0.23561132
2556,18664,0.2369416
2557,18665,0.17611355
2558,18666,0.2823152
2559,18667,0.28968745
2560,18668,0.26861957
2561,18669,0.18279618
2562,18670,0.2223742
2563,18671,0.17335764
2564,18672,0.2070404
2565,18673,0.18862706
2566,18674,0.20371494
2567,18675,0.23995075
2568,18676,0.20420474
2569,18677,0.19648972
2570,18678,0.21406433
2571,18679,0.22076961
2572,18680,0.31234682
2573,18681,0.20067564
2574,18682,0.2823152
2575,18683,0.22979021
2576,18684,0.20212382
2577,18685,0.2812749
2578,18686,0.22238904
2579,18687,0.20447901
2580,18688,0.20115367
2581,18689,0.23101941
2582,18690,0.21267137
2583,18691,0.2411583
2584,18692,0.28808287
2585,18693,0.22979021
2586,18694,0.22877133
2587,18695,0.29078147
2588,18696,0.2715503
2589,18697,0.22331536
2590,18698,0.2369416
2591,18699,0.23721513
2592,18700,0.23451728
2593,18701,0.23755845
2594,18702,0.29022944
2595,18703,0.21445698
2596,18704,0.28225428
2597,18705,0.26175284
2598,18706,0.27011257
2599,18707,0.28515083
2600,18708,0.29775584
2601,18709,0.28698885
2602,18710,0.22952473
2603,18711,0.22505149
2604,18712,0.14480299
2605,18713,0.16349742
2606,18714,0.22291619
2607,18715,0.21498147
2608,18716,0.17416659
2609,18717,0.24129471
2610,18718,0.2065042
2611,18719,0.15604666
2612,18720,0.17039508
2613,18721,0.2809559
2614,18722,0.2355788
2615,18723,0.2796389
2616,18724,0.19370192
2617,18725,0.22144759
2618,18726,0.22868866
2619,18727,0.18046871
2620,18728,0.21764714
2621,18729,0.18675816
2622,18730,0.2817732
2623,18731,0.20457935
2624,18732,0.2823152
2625,18733,0.18619281
2626,18734,0.3193376
2627,18735,0.25598747
2628,18736,0.15362233
2629,18737,0.22947142
2630,18738,0.19873744
2631,18739,0.1749599
2632,18740,0.34606743
2633,18741,0.22833073
2634,18742,0.2196995
2635,18743,0.17010972
2636,18744,0.21500579
2637,18745,0.20993799
2638,18746,0.18011442
2639,18747,0.28334832
2640,18748,0.2834841
2641,18749,0.42807242
2642,18750,0.21500579
2643,18751,0.1928921
2644,18752,0.25125337
2645,18753,0.2315641
2646,18754,0.2535771
2647,18755,0.17407063
2648,18756,0.22474542
2649,18757,0.22035354
2650,18758,0.19063777
2651,18759,0.20715067
2652,18760,0.14656839
2653,18761,0.2834092
2654,18762,0.23291269
2655,18763,0.2121982
2656,18764,0.23561132
2657,18765,0.29050934
2658,18766,0.28532156
2659,18767,0.28016862
2660,18768,0.23451728
2661,18769,0.2298226
2662,18770,0.17254263
2663,18771,0.20364296
2664,18772,0.2389771
2665,18773,0.28725556
2666,18774,0.16621721
2667,18775,0.26429152
2668,18776,0.28515083
2669,18777,0.2350933
2670,18778,0.21229437
2671,18779,0.19546506
2672,18780,0.19839397
2673,18781,0.20937976
2674,18782,0.2915635
2675,18783,0.2369416
2676,18784,0.1893917
2677,18785,0.2849604
2678,18786,0.20541778
2679,18787,0.18097186
2680,18788,0.26830825
2681,18789,0.29132345
2682,18790,0.19581214
2683,18791,0.2059041
2684,18792,0.17982659
2685,18793,0.1831519
2686,18794,0.2270841
2687,18795,0.23379931
2688,18796,0.29853594
2689,18797,0.18289304
2690,18798,0.23113677
2691,18799,0.20658141
2692,18800,0.17578417
2693,18801,0.22958916
2694,18802,0.20842946
2695,18803,0.25430334
2696,18804,0.20324904
2697,18805,0.29132345
2698,18806,0.18801093
2699,18807,0.24087676
2700,18808,0.1501781
2701,18809,0.2960129
2702,18810,0.2849604
2703,18811,0.21141526
2704,18812,0.19704583
2705,18813,0.2088893
2706,18814,0.2121982
2707,18815,0.23935583
2708,18816,0.19317168
2709,18817,0.22238904
2710,18818,0.18467554
2711,18819,0.29132345
2712,18820,0.28532156
2713,18821,0.2796389
2714,18822,0.3298397
2715,18823,0.28605443
2716,18824,0.16146207
2717,18825,0.19975194
2718,18826,0.21229437
2719,18827,0.2834092
2720,18828,0.23778778
2721,18829,0.20238155
2722,18830,0.16004175
2723,18831,0.29022944
2724,18832,0.22130656
2725,18833,0.18730095
2726,18834,0.17276943
2727,18835,0.21036676
2728,18836,0.2451832
2729,18837,0.21764714
2730,18838,0.17763284
2731,18839,0.23837668
2732,18840,0.19657338
2733,18841,0.18589297
2734,18842,0.16728532
2735,18843,0.2821669
2736,18844,0.36539122
2737,18845,0.28968745
2738,18846,0.17421004
2739,18847,0.24566385
2740,18848,0.24411348
2741,18849,0.27803433
2742,18850,0.19159606
2743,18851,0.16811824
2744,18852,0.3096876
2745,18853,0.17373633
2746,18854,0.20000368
2747,18855,0.28477958
2748,18856,0.29078147
2749,18857,0.23336098
2750,18858,0.26429152
2751,18859,0.16614911
2752,18860,0.18029651
2753,18861,0.16459459
2754,18862,0.23788306
2755,18863,0.28968745
2756,18864,0.15686262
2757,18865,0.15750086
2758,18866,0.18680617
2759,18867,0.21096405
2760,18868,0.28616154
2761,18869,0.1826298
2762,18870,0.20864952
2763,18871,0.18731615
2764,18872,0.29022944
2765,18873,0.17673188
2766,18874,0.15362233
2767,18875,0.47546282
2768,18876,0.26420838
2769,18877,0.20479038
2770,18878,0.21494102
2771,18879,0.2798868
2772,18880,0.2849604
2773,18881,0.28968745
2774,18882,0.22988492
2775,18883,0.24574265
2776,18884,0.24559876
2777,18885,0.29078147
2778,18886,0.20437002
2779,18887,0.19284779
2780,18888,0.45901895
2781,18889,0.19780818
2782,18890,0.34043682
2783,18891,0.22371933
2784,18892,0.22193784
2785,18893,0.23120481
2786,18894,0.21462256
2787,18895,0.31332153
2788,18896,0.20915052
2789,18897,0.28968745
2790,18898,0.18462592
2791,18899,0.29907793
2792,18900,0.25439662
2793,18901,0.22952473
2794,18902,0.17621282
2795,18903,0.22392371
2796,18904,0.17621705
2797,18905,0.2021763
2798,18906,0.19931623
2799,18907,0.20519227
2800,18908,0.18706408
2801,18909,0.23032057
2802,18910,0.18029651
2803,18911,0.2244094
2804,18912,0.18114406
2805,18913,0.24796748
2806,18914,0.2016626
2807,18915,0.24645814
2808,18916,0.20929816
2809,18917,0.21958145
2810,18918,0.16586715
2811,18919,0.14801595
2812,18920,0.17967027
2813,18921,0.23451728
2814,18922,0.23518443
2815,18923,0.19095144
2816,18924,0.21455461
2817,18925,0.15232289
2818,18926,0.17880669
2819,18927,0.17883223
2820,18928,0.17269295
2821,18929,0.27786058
2822,18930,0.2315641
2823,18931,0.2121982
2824,18932,0.22346824
2825,18933,0.18324348
2826,18934,0.21173614
2827,18935,0.20412049
2828,18936,0.29132345
2829,18937,0.17622781
2830,18938,0.22089553
2831,18939,0.21559232
2832,18940,0.20961604
2833,18941,0.28641558
2834,18942,0.23032057
2835,18943,0.2817732
2836,18944,0.27434003
2837,18945,0.18503281
2838,18946,0.21284524
2839,18947,0.23088971
2840,18948,0.23622817
2841,18949,0.22024876
2842,18950,0.21274558
2843,18951,0.25043893
2844,18952,0.17165107
2845,18953,0.27887255
2846,18954,0.19704583
2847,18955,0.23291269
2848,18956,0.2733952
2849,18957,0.17983541
2850,18958,0.35737562
2851,18959,0.23918292
2852,18960,0.30896622
2853,18961,0.29132345
2854,18962,0.23561132
2855,18963,0.1762448
2856,18964,0.21141526
2857,18965,0.18782938
2858,18966,0.15283632
2859,18967,0.20044264
2860,18968,0.29132345
2861,18969,0.18156275
2862,18970,0.23223081
2863,18971,0.29078147
2864,18972,0.17987782
2865,18973,0.20673186
2866,18974,0.24788305
2867,18975,0.22200578
2868,18976,0.18107083
2869,18977,0.19474411
2870,18978,0.3069457
2871,18979,0.23561132
2872,18980,0.2874155
2873,18981,0.16539884
2874,18982,0.18334034
2875,18983,0.20050284
2876,18984,0.19437113
2877,18985,0.2431589
2878,18986,0.20690337
2879,18987,0.20384347
2880,18988,0.19813988
2881,18989,0.18022808
2882,18990,0.23022035
2883,18991,0.28830653
2884,18992,0.2308726
2885,18993,0.2849604
2886,18994,0.2834092
2887,18995,0.26776457
2888,18996,0.22893229
2889,18997,0.24233621
2890,18998,0.2817732
2891,18999,0.33755597
2892,19000,0.22090423
2893,19001,0.2121982
2894,19002,0.13052192
2895,19003,0.17252085
2896,19004,0.19927329
2897,19005,0.19110516
2898,19006,0.19562972
2899,19007,0.14315045
2900,19008,0.2065329
2901,19009,0.23300985
2902,19010,0.18108484
2903,19011,0.21609983
2904,19012,0.20483893
2905,19013,0.19476601
2906,19014,0.21247756
2907,19015,0.19917256
2908,19016,0.2601689
2909,19017,0.29139835
2910,19018,0.18892103
2911,19019,0.18046871
2912,19020,0.22371933
2913,19021,0.16813955
2914,19022,0.23465729
2915,19023,0.17743152
2916,19024,0.20728394
2917,19025,0.28968745
2918,19026,0.19781905
2919,19027,0.29078147
2920,19028,0.2223742
2921,19029,0.23764679
2922,19030,0.14279333
2923,19031,0.21874118
2924,19032,0.18743351
2925,19033,0.28968745
2926,19034,0.20861691
2927,19035,0.173091
2928,19036,0.21400788
2929,19037,0.19813988
2930,19038,0.18037802
2931,19039,0.28968745
2932,19040,0.28217065
2933,19041,0.19803452
2934,19042,0.23764679
2935,19043,0.20618987
2936,19044,0.27172256
2937,19045,0.25395197
2938,19046,0.22272423
2939,19047,0.23561132
2940,19048,0.14915004
2941,19049,0.21519387
2942,19050,0.29078147
2943,19051,0.28073293
2944,19052,0.20535484
2945,19053,0.21455461
2946,19054,0.2369416
2947,19055,0.23291269
2948,19056,0.23451728
2949,19057,0.23655275
2950,19058,0.29078147
2951,19059,0.19438091
2952,19060,0.2398166
2953,19061,0.16899836
2954,19062,0.23451728
2955,19063,0.20437002
2956,19064,0.29078147
2957,19065,0.22346824
2958,19066,0.32843515
2959,19067,0.21308291
2960,19068,0.20108226
2961,19069,0.18427798
2962,19070,0.19195333
2963,19071,0.20751363
2964,19072,0.17966676
2965,19073,0.2163361
2966,19074,0.1613836
2967,19075,0.292996
2968,19076,0.1746442
2969,19077,0.23148945
2970,19078,0.22979021
2971,19079,0.18963736
2972,19080,0.21609983
2973,19081,0.21198887
2974,19082,0.2154406
2975,19083,0.17835107
2976,19084,0.23291269
2977,19085,0.2924924
2978,19086,0.18008545
2979,19087,0.17766112
2980,19088,0.24446288
2981,19089,0.23655275
2982,19090,0.18893206
2983,19091,0.16380465
2984,19092,0.2329157
2985,19093,0.19659376
2986,19094,0.17442307
2987,19095,0.29001102
2988,19096,0.29132345
2989,19097,0.23561132
2990,19098,0.20350116
2991,19099,0.17795649
2992,19100,0.20496985
2993,19101,0.16950017
2994,19102,0.29078147
2995,19103,0.19803452
2996,19104,0.20082045
2997,19105,0.22950846
2998,19106,0.29078147
2999,19107,0.2781402
3000,19108,0.24378556
3001,19109,0.21120033
3002,19110,0.30659115
3003,19111,0.29022944
3004,19112,0.29022944
3005,19113,0.16316423
3006,19114,0.17041203
3007,19115,0.22501776
3008,19116,0.42359805
3009,19117,0.18029651
3010,19118,0.18913233
3011,19119,0.2369416
3012,19120,0.23584756
3013,19121,0.17297658
3014,19122,0.22124901
3015,19123,0.22316003
3016,19124,0.18536645
3017,19125,0.17965782
3018,19126,0.18861914
3019,19127,0.25385463
3020,19128,0.19681641
3021,19129,0.17908129
3022,19130,0.20479038
3023,19131,0.19062674
3024,19132,0.21406433
3025,19133,0.23480123
3026,19134,0.19813988
3027,19135,0.19334996
3028,19136,0.28208098
3029,19137,0.20139292
3030,19138,0.18347895
3031,19139,0.22277787
3032,19140,0.17902038
3033,19141,0.20860767
3034,19142,0.26008242
3035,19143,0.17642465
3036,19144,0.18415537
3037,19145,0.29132345
3038,19146,0.17031771
3039,19147,0.22502795
3040,19148,0.15405369
3041,19149,0.18490282
3042,19150,0.2834092
3043,19151,0.20580932
3044,19152,0.18760893
3045,19153,0.17809165
3046,19154,0.22035354
3047,19155,0.41763264
3048,19156,0.25318676
3049,19157,0.1777573
3050,19158,0.28609657
3051,19159,0.2817732
3052,19160,0.19704583
3053,19161,0.16139883
3054,19162,0.5134786
3055,19163,0.23920563
3056,19164,0.17544353
3057,19165,0.28757882
3058,19166,0.35737562
3059,19167,0.17990336
3060,19168,0.24351716
3061,19169,0.17110023
3062,19170,0.4147651
3063,19171,0.22914821
3064,19172,0.23622817
3065,19173,0.28605443
3066,19174,0.20447901
3067,19175,0.2313621
3068,19176,0.28968745
3069,19177,0.16245726
3070,19178,0.16199791
3071,19179,0.20031464
3072,19180,0.18289304
3073,19181,0.1949527
3074,19182,0.19063777
3075,19183,0.2997062
3076,19184,0.19141853
3077,19185,0.20397681
3078,19186,0.29160085
3079,19187,0.19596195
3080,19188,0.2042968
3081,19189,0.28161728
3082,19190,0.22238904
3083,19191,0.16591358
3084,19192,0.2118673
3085,19193,0.22348309
3086,19194,0.21329224
3087,19195,0.31396908
3088,19196,0.18631336
3089,19197,0.2823152
3090,19198,0.22662982
3091,19199,0.2849604
3092,19200,0.22952473
3093,19201,0.17214727
3094,19202,0.16531661
3095,19203,0.18270645
3096,19204,0.22770652
3097,19205,0.17943051
3098,19206,0.17099363
3099,19207,0.17467147
3100,19208,0.29419845
3101,19209,0.21165153
3102,19210,0.22238904
3103,19211,0.23451728
3104,19212,0.20751363
3105,19213,0.22392371
3106,19214,0.27856845
3107,19215,0.28968745
3108,19216,0.23788306
3109,19217,0.20102978
3110,19218,0.2856928
3111,19219,0.15025759
3112,19220,0.20084599
3113,19221,0.23314893
3114,19222,0.2126903
3115,19223,0.29490292
3116,19224,0.19321862
3117,19225,0.19795793
3118,19226,0.1961073
3119,19227,0.19521612
3120,19228,0.29853594
3121,19229,0.23472267
3122,19230,0.20280558
3123,19231,0.17430687
3124,19232,0.30449423
3125,19233,0.12827918
3126,19234,0.25395197
3127,19235,0.22746518
3128,19236,0.1976878
3129,19237,0.1982663
3130,19238,0.20178038
3131,19239,0.22474277
3132,19240,0.15241504
3133,19241,0.21352851
3134,19242,0.20884395
3135,19243,0.23282155
3136,19244,0.23451728
3137,19245,0.22291619
3138,19246,0.20447901
3139,19247,0.30342788
3140,19248,0.1791232
3141,19249,0.14792547
3142,19250,0.23562878
3143,19251,0.21413618
3144,19252,0.21462256
3145,19253,0.27614254
3146,19254,0.20044264
3147,19255,0.17297658
3148,19256,0.22730365
3149,19257,0.20728394
3150,19258,0.19073877
3151,19259,0.20908824
3152,19260,0.16851804
3153,19261,0.19159329
3154,19262,0.21460631
3155,19263,0.2021763
3156,19264,0.29545784
3157,19265,0.2158849
3158,19266,0.19740716
3159,19267,0.29365647
3160,19268,0.47893864
3161,19269,0.2452515
3162,19270,0.22893775
3163,19271,0.21097675
3164,19272,0.28532156
3165,19273,0.2072866
3166,19274,0.2223742
3167,19275,0.19047454
3168,19276,0.23451728
3169,19277,0.23096779
3170,19278,0.20255184
3171,19279,0.25285795
3172,19280,0.2823152
3173,19281,0.28605443
3174,19282,0.16633075
3175,19283,0.27171412
3176,19284,0.15869978
3177,19285,0.29132345
3178,19286,0.17563784
3179,19287,0.17857307
3180,19288,0.28968745
3181,19289,0.21352851
3182,19290,0.47414902
3183,19291,0.21578729
3184,19292,0.28808287
3185,19293,0.28532156
3186,19294,0.14660415
3187,19295,0.18312043
3188,19296,0.20154503
3189,19297,0.16349742
3190,19298,0.18554485
3191,19299,0.16012695
3192,19300,0.1807023
3193,19301,0.2849604
3194,19302,0.20944294
3195,19303,0.18549192
3196,19304,0.17471784
3197,19305,0.19456103
3198,19306,0.26067692
3199,19307,0.21032122
3200,19308,0.2123461
3201,19309,0.28477958
3202,19310,0.16337729
3203,19311,0.15540472
3204,19312,0.19063777
3205,19313,0.28053087
3206,19314,0.1646195
3207,19315,0.19880661
3208,19316,0.18008545
3209,19317,0.24322307
3210,19318,0.19947019
3211,19319,0.29022944
3212,19320,0.28968745
3213,19321,0.23424298
3214,19322,0.2163361
3215,19323,0.2065042
3216,19324,0.19191438
3217,19325,0.19230714
3218,19326,0.15871146
3219,19327,0.18127486
3220,19328,0.29374403
3221,19329,0.20178038
3222,19330,0.23291269
3223,19331,0.17766112
3224,19332,0.15232694
3225,19333,0.3182237
3226,19334,0.29022944
3227,19335,0.16685021
3228,19336,0.21803382
3229,19337,0.19343004
3230,19338,0.2398166
3231,19339,0.23125288
3232,19340,0.18175462
3233,19341,0.17687821
3234,19342,0.19514093
3235,19343,0.28968745
3236,19344,0.20922452
3237,19345,0.21576652
3238,19346,0.23683265
3239,19347,0.22238904
3240,19348,0.21958145
3241,19349,0.33000886
3242,19350,0.22027904
3243,19351,0.31234682
3244,19352,0.28968745
3245,19353,0.16725862
3246,19354,0.20987001
3247,19355,0.20884395
3248,19356,0.16821408
3249,19357,0.17602289
3250,19358,0.24543658
3251,19359,0.3005252
3252,19360,0.26467746
3253,19361,0.3069457
3254,19362,0.29804707
3255,19363,0.19975194
3256,19364,0.2949189
3257,19365,0.28846434
3258,19366,0.22291619
3259,19367,0.29022944
3260,19368,0.2667728
3261,19369,0.24922496
3262,19370,0.2398166
3263,19371,0.2167035
3264,19372,0.21462256
3265,19373,0.23584756
3266,19374,0.23655275
3267,19375,0.24998558
3268,19376,0.17609149
3269,19377,0.1997168
3270,19378,0.19813988
3271,19379,0.2126776
3272,19380,0.15977749
3273,19381,0.20751363
3274,19382,0.2061899
3275,19383,0.22035354
3276,19384,0.2796389
3277,19385,0.20094207
3278,19386,0.2517091
3279,19387,0.22539213
3280,19388,0.19466406
3281,19389,0.17154524
3282,19390,0.22401023
3283,19391,0.29022944
3284,19392,0.20751363
3285,19393,0.29132345
3286,19394,0.23480123
3287,19395,0.27636704
3288,19396,0.24433681
3289,19397,0.15926135
3290,19398,0.21813434
3291,19399,0.2579307
3292,19400,0.23584756
3293,19401,0.19473034
3294,19402,0.23139134
3295,19403,0.29050934
3296,19404,0.15521556
3297,19405,0.20447901
3298,19406,0.2061899
3299,19407,0.25731647
3300,19408,0.22979021
3301,19409,0.28968745
3302,19410,0.24922496
3303,19411,0.22947428
3304,19412,0.23561132
3305,19413,0.2061899
3306,19414,0.20159689
3307,19415,0.21153653
3308,19416,0.23353583
3309,19417,0.29078147
3310,19418,0.17439622
3311,19419,0.17894459
3312,19420,0.17590037
3313,19421,0.19118121
3314,19422,0.22843069
3315,19423,0.30292428
3316,19424,0.17623031
3317,19425,0.24788305
3318,19426,0.22301126
3319,19427,0.22661817
3320,19428,0.14856356
3321,19429,0.20537546
3322,19430,0.19422737
3323,19431,0.2526309
3324,19432,0.19401765
3325,19433,0.1993486
3326,19434,0.22408509
3327,19435,0.21055484
3328,19436,0.1807608
3329,19437,0.20861426
3330,19438,0.22401023
3331,19439,0.19398445
3332,19440,0.2885337
3333,19441,0.25385463
3334,19442,0.1900649
3335,19443,0.28667122
3336,19444,0.1788235
3337,19445,0.24694788
3338,19446,0.29078147
3339,19447,0.18078578
3340,19448,0.2163361
3341,19449,0.20471048
3342,19450,0.28934872
3343,19451,0.23032057
3344,19452,0.162106
3345,19453,0.19641641
3346,19454,0.25598747
3347,19455,0.2272268
3348,19456,0.21297029
3349,19457,0.27969092
3350,19458,0.23314893
3351,19459,0.22866532
3352,19460,0.32655603
3353,19461,0.2325944
3354,19462,0.2489663
3355,19463,0.28402722
3356,19464,0.21733785
3357,19465,0.21032122
3358,19466,0.20614532
3359,19467,0.17025834
3360,19468,0.29139835
3361,19469,0.28346294
3362,19470,0.29078147
3363,19471,0.16349742
3364,19472,0.21241012
3365,19473,0.15401405
3366,19474,0.16665909
3367,19475,0.29078147
3368,19476,0.20270556
3369,19477,0.21609983
3370,19478,0.28641558
3371,19479,0.2163361
3372,19480,0.25385463
3373,19481,0.24073806
3374,19482,0.22238904
3375,19483,0.2043353
3376,19484,0.33547688
3377,19485,0.23283064
3378,19486,0.23113677
3379,19487,0.2079336
3380,19488,0.15553752
3381,19489,0.28968745
3382,19490,0.1634337
3383,19491,0.19743925
3384,19492,0.2508785
3385,19493,0.14001408
3386,19494,0.28968745
3387,19495,0.15649876
3388,19496,0.19912857
3389,19497,0.21352851
3390,19498,0.13389763
3391,19499,0.1987826
3392,19500,0.26436663
3393,19501,0.20177284
3394,19502,0.17730686
3395,19503,0.23584756
3396,19504,0.22346824
3397,19505,0.35959846
3398,19506,0.20993799
3399,19507,0.29022944
3400,19508,0.283175
3401,19509,0.23561132
3402,19510,0.28286722
3403,19511,0.20161808
3404,19512,0.23431748
3405,19513,0.27771768
3406,19514,0.24124816
3407,19515,0.23584756
3408,19516,0.21208316
3409,19517,0.18271363
3410,19518,0.156735
3411,19519,0.16288862
3412,19520,0.22841442
3413,19521,0.39868754
3414,19522,0.18738165
3415,19523,0.37646085
3416,19524,0.23451728
3417,19525,0.22979021
3418,19526,0.1643137
3419,19527,0.17618555
3420,19528,0.21937212
3421,19529,0.2206755
3422,19530,0.18537256
3423,19531,0.30652577
3424,19532,0.20084599
3425,19533,0.41763264
3426,19534,0.28968745
3427,19535,0.25598747
3428,19536,0.19039947
3429,19537,0.23135689
3430,19538,0.29078147
3431,19539,0.4129056
3432,19540,0.22979021
3433,19541,0.17920247
3434,19542,0.20891216
3435,19543,0.19089201
3436,19544,0.2369416
3437,19545,0.253384
3438,19546,0.22346824
3439,19547,0.2916034
3440,19548,0.21452779
3441,19549,0.29239765
3442,19550,0.20178038
3443,19551,0.19976744
3444,19552,0.2249308
3445,19553,0.21984798
3446,19554,0.20287442
3447,19555,0.19310808
3448,19556,0.20108226
3449,19557,0.17107266
3450,19558,0.22091174
3451,19559,0.22226173
3452,19560,0.17529002
3453,19561,0.2121982
3454,19562,0.1557247
3455,19563,0.20605662
3456,19564,0.23655275
3457,19565,0.17199734
3458,19566,0.17797822
3459,19567,0.15540472
3460,19568,0.2121982
3461,19569,0.37631285
3462,19570,0.14937195
3463,19571,0.14251643
3464,19572,0.17172056
3465,19573,0.22277787
3466,19574,0.19813988
3467,19575,0.20148495
3468,19576,0.29078147
3469,19577,0.19704583
3470,19578,0.25208014
3471,19579,0.23655275
3472,19580,0.22501776
3473,19581,0.22220594
3474,19582,0.24257249
3475,19583,0.18760893
3476,19584,0.22301537
3477,19585,0.24952549
3478,19586,0.23622817
3479,19587,0.15766972
3480,19588,0.31790155
3481,19589,0.17783046
3482,19590,0.18486252
3483,19591,0.17493969
3484,19592,0.21380785
3485,19593,0.33755597
3486,19594,0.21675837
3487,19595,0.21136892
3488,19596,0.23561132
3489,19597,0.28474104
3490,19598,0.22171977
3491,19599,0.22238937
3492,19600,0.22843069
3493,19601,0.30556965
3494,19602,0.29078147
3495,19603,0.2389771
3496,19604,0.22077405
3497,19605,0.20447901
3498,19606,0.30059683
3499,19607,0.2315641
3500,19608,0.17199734
3501,19609,0.1479887
3502,19610,0.21604165
3503,19611,0.23181865
3504,19612,0.32746017
3505,19613,0.17193642
3506,19614,0.18405211
3507,19615,0.19586581
3508,19616,0.20494947
3509,19617,0.22401023
3510,19618,0.23584756
3511,19619,0.22326812
3512,19620,0.20178038
3513,19621,0.28286722
3514,19622,0.2817732
3515,19623,0.23788306
3516,19624,0.188923
3517,19625,0.20457935
3518,19626,0.21455371
3519,19627,0.2121982
3520,19628,0.2924924
3521,19629,0.30293128
3522,19630,0.21958145
3523,19631,0.18356839
3524,19632,0.23586383
3525,19633,0.29132345
3526,19634,0.21845624
3527,19635,0.16559064
3528,19636,0.16935861
3529,19637,0.23012292
3530,19638,0.22841442
3531,19639,0.1742818
3532,19640,0.20963287
3533,19641,0.27112997
3534,19642,0.2369416
3535,19643,0.19532236
3536,19644,0.23584756
3537,19645,0.176427
3538,19646,0.28968745
3539,19647,0.14326164
3540,19648,0.23451728
3541,19649,0.30279058
3542,19650,0.22291619
3543,19651,0.23277694
3544,19652,0.23655275
3545,19653,0.29022944
3546,19654,0.22918239
3547,19655,0.23425004
3548,19656,0.22977856
3549,19657,0.21247756
3550,19658,0.20285752
3551,19659,0.2121982
3552,19660,0.21289733
3553,19661,0.2915525
3554,19662,0.1736094
3555,19663,0.28107285
3556,19664,0.24124217
3557,19665,0.23788306
3558,19666,0.21826914
3559,19667,0.21445698
3560,19668,0.19912857
3561,19669,0.27415052
3562,19670,0.24366653
3563,19671,0.21746495
3564,19672,0.24503517
3565,19673,0.29022944
3566,19674,0.23448938
3567,19675,0.15505043
3568,19676,0.23451728
3569,19677,0.24535501
3570,19678,0.2121982
3571,19679,0.22826585
3572,19680,0.16409746
3573,19681,0.18203223
3574,19682,0.2121982
3575,19683,0.25075504
3576,19684,0.25035518
3577,19685,0.20767546
3578,19686,0.22348309
3579,19687,0.22716975
3580,19688,0.23561132
3581,19689,0.17037413
3582,19690,0.24980617
3583,19691,0.28459877
3584,19692,0.17110094
3585,19693,0.18528086
3586,19694,0.28605443
3587,19695,0.23732221
3588,19696,0.21141526
3589,19697,0.15165424
3590,19698,0.27162206
3591,19699,0.28670305
